age,diet,height,pets,sex,status
28,NA,60,likes dogs and likes cats,f,single
46,mostly anything,70,NA,f,available
58,mostly anything,70,has cats,f,single
36,NA,71,likes dogs and likes cats,m,single
24,anything,70,likes dogs and likes cats,m,single
63,mostly vegetarian,62,NA,f,single
20,NA,60,NA,f,single
31,mostly anything,60,likes dogs,f,single
20,anything,66,has dogs,f,single
28,NA,62,NA,f,single
48,mostly anything,67,has dogs and likes cats,f,single
52,mostly anything,66,NA,f,single
50,NA,67,has dogs,f,single
38,NA,72,likes dogs and likes cats,m,single
53,NA,63,NA,f,single
26,NA,64,has dogs,f,single
26,mostly anything,73,NA,m,single
34,strictly anything,72,likes dogs and has cats,m,single
29,mostly anything,71,likes dogs,m,single
31,mostly anything,64,likes dogs and has cats,f,single
23,anything,71,NA,m,single
32,mostly anything,67,NA,m,single
32,NA,72,NA,m,single
41,anything,68,NA,m,single
22,NA,63,has dogs and has cats,f,seeing someone
24,strictly anything,74,likes dogs and has cats,m,single
30,mostly anything,70,likes dogs and likes cats,m,single
63,NA,73,NA,m,single
41,mostly anything,66,likes dogs and likes cats,f,single
44,NA,66,likes dogs and likes cats,f,single
24,NA,67,likes dogs,m,single
25,strictly anything,68,likes dogs and likes cats,m,single
45,mostly anything,72,NA,m,single
32,NA,65,likes dogs and dislikes cats,f,single
29,mostly anything,70,has dogs,m,single
30,NA,69,has dogs,m,single
27,NA,63,has dogs,f,single
43,mostly other,67,has dogs and has cats,f,single
27,strictly anything,70,likes dogs,m,single
23,anything,68,likes dogs and likes cats,m,single
25,mostly anything,60,likes dogs,f,single
29,mostly anything,73,likes dogs and likes cats,m,single
25,NA,66,has dogs,f,single
33,mostly anything,65,NA,m,single
29,NA,68,NA,m,single
30,mostly vegetarian,66,likes dogs and likes cats,f,seeing someone
52,mostly vegetarian,62,likes dogs and likes cats,f,single
38,NA,70,NA,m,single
22,mostly other,73,likes cats,m,single
30,NA,67,likes dogs and likes cats,m,single
35,anything,69,likes dogs and likes cats,m,seeing someone
47,NA,63,likes dogs and has cats,f,single
61,NA,59,likes dogs and likes cats,f,single
28,mostly anything,76,has dogs and likes cats,m,single
20,strictly anything,65,NA,f,single
34,mostly anything,69,has dogs,m,single
20,anything,66,has dogs and has cats,m,single
23,anything,69,likes dogs and has cats,f,single
34,NA,70,NA,m,single
35,NA,69,has dogs,m,single
25,NA,76,likes dogs and likes cats,m,single
56,NA,67,likes dogs and has cats,f,single
45,NA,71,NA,m,single
27,mostly anything,64,has dogs,m,single
26,anything,74,has dogs and likes cats,m,single
21,strictly anything,73,likes dogs and likes cats,m,single
22,mostly anything,73,NA,m,single
36,NA,70,likes dogs and likes cats,m,single
32,anything,70,NA,m,single
21,mostly anything,62,likes dogs and likes cats,f,single
34,anything,69,NA,m,single
49,mostly anything,62,has dogs,f,single
26,NA,62,NA,f,single
27,NA,78,NA,m,single
37,NA,71,likes dogs and dislikes cats,m,single
23,mostly anything,65,has dogs and has cats,f,single
31,mostly anything,72,has dogs and has cats,m,single
26,mostly anything,72,has dogs,m,single
30,NA,74,NA,m,single
30,NA,73,NA,m,single
30,NA,65,NA,m,single
34,mostly anything,80,dislikes dogs and likes cats,m,single
28,mostly vegetarian,78,likes dogs and has cats,m,single
25,NA,73,likes dogs and likes cats,m,single
28,mostly anything,70,has dogs and dislikes cats,m,single
53,NA,71,likes dogs and likes cats,m,available
29,anything,73,NA,m,single
58,mostly anything,66,likes cats,f,single
36,NA,68,likes dogs and has cats,m,seeing someone
25,NA,72,likes dogs and likes cats,m,seeing someone
26,mostly vegetarian,69,likes dogs,m,single
38,NA,67,NA,f,single
23,NA,66,NA,f,single
25,NA,68,NA,m,single
34,NA,66,has dogs,f,single
24,NA,73,likes dogs and likes cats,m,single
35,NA,68,likes dogs,m,single
20,NA,69,NA,m,single
29,NA,69,NA,m,single
28,strictly anything,71,has dogs and has cats,m,single
20,strictly anything,67,likes dogs and likes cats,m,single
22,other,68,NA,m,single
23,mostly anything,72,likes dogs,m,single
35,mostly anything,69,has cats,m,single
35,anything,65,has dogs,f,single
25,NA,71,has dogs and likes cats,f,single
38,NA,61,NA,f,single
28,mostly anything,69,NA,m,single
26,NA,68,likes dogs,m,single
20,mostly anything,72,NA,m,single
30,NA,65,NA,f,single
24,mostly anything,71,has dogs,m,single
19,strictly other,70,likes dogs and likes cats,f,single
26,NA,64,has dogs and has cats,m,single
38,anything,67,NA,m,single
30,NA,67,likes dogs and likes cats,m,single
42,NA,74,likes dogs and likes cats,m,single
27,mostly anything,72,NA,m,single
27,NA,64,likes dogs and likes cats,m,single
24,NA,68,likes dogs and dislikes cats,f,single
42,NA,68,NA,m,single
39,NA,68,NA,m,single
27,NA,64,likes dogs and likes cats,f,single
32,anything,68,NA,m,single
27,NA,72,likes dogs and likes cats,m,single
35,mostly anything,66,NA,m,single
36,mostly anything,68,likes dogs,m,single
28,strictly anything,64,has dogs and likes cats,f,seeing someone
24,mostly anything,67,NA,m,single
32,NA,69,likes dogs and likes cats,m,available
57,NA,62,has dogs,f,single
28,NA,73,likes dogs and has cats,m,single
42,other,73,has dogs,m,single
22,strictly anything,66,NA,m,single
41,NA,73,has dogs,m,single
34,NA,72,NA,m,single
39,mostly other,75,has dogs,m,single
21,anything,70,has dogs and dislikes cats,f,single
29,anything,66,likes dogs,f,single
43,mostly anything,69,has dogs,f,seeing someone
28,mostly anything,66,likes dogs,f,single
28,strictly anything,62,has dogs and likes cats,f,single
60,mostly anything,66,has dogs and has cats,f,single
42,NA,60,NA,f,single
22,strictly anything,68,has dogs and dislikes cats,f,single
38,anything,73,NA,m,single
26,anything,70,NA,m,single
32,NA,71,likes dogs,m,single
26,strictly anything,71,NA,m,single
27,NA,61,has dogs and likes cats,f,single
34,NA,70,NA,m,single
62,NA,70,NA,m,available
28,mostly vegetarian,64,likes dogs and likes cats,m,single
25,mostly anything,71,NA,m,single
37,strictly vegetarian,73,has dogs and has cats,m,married
22,mostly anything,65,likes dogs and likes cats,f,single
25,mostly anything,66,likes dogs and likes cats,f,single
24,anything,68,likes dogs and likes cats,f,single
33,mostly anything,71,likes dogs and likes cats,f,single
39,NA,64,NA,f,single
32,mostly anything,74,NA,m,single
41,NA,74,NA,m,single
35,NA,70,NA,m,single
31,anything,74,has dogs and likes cats,m,single
42,NA,67,likes dogs,m,single
46,mostly anything,68,likes dogs and likes cats,m,single
34,mostly kosher,66,likes cats,m,single
34,strictly anything,69,likes dogs and likes cats,m,single
23,NA,66,likes dogs and dislikes cats,f,single
27,NA,68,NA,m,single
60,mostly vegetarian,67,NA,f,single
23,NA,68,likes dogs and likes cats,m,seeing someone
24,mostly anything,69,likes dogs and dislikes cats,m,single
21,mostly anything,64,likes dogs,f,single
37,vegan,65,has dogs and likes cats,f,available
25,strictly anything,71,has dogs and dislikes cats,m,single
59,mostly anything,68,likes dogs and likes cats,m,single
32,NA,73,likes dogs,m,single
30,other,72,likes dogs,m,single
38,mostly anything,74,NA,m,single
22,NA,67,NA,m,single
32,NA,72,NA,m,single
38,anything,75,has dogs and likes cats,m,single
40,NA,70,dislikes dogs and likes cats,m,single
43,NA,71,likes dogs and has cats,m,single
27,strictly anything,76,NA,m,single
29,strictly anything,73,likes dogs and likes cats,m,single
42,anything,67,likes dogs and dislikes cats,m,single
38,NA,72,has dogs and likes cats,m,single
30,NA,63,dislikes cats,f,single
24,mostly anything,68,likes dogs and likes cats,m,single
50,mostly vegetarian,68,likes dogs and has cats,m,single
23,mostly anything,70,likes dogs and likes cats,m,single
36,mostly anything,70,NA,m,single
22,NA,74,NA,m,single
36,NA,70,likes dogs and has cats,m,single
40,anything,69,has dogs,m,single
34,strictly other,73,NA,m,single
26,anything,69,NA,m,single
30,mostly anything,74,has dogs,m,single
19,strictly anything,68,has dogs,m,single
26,NA,69,likes dogs and likes cats,m,single
30,strictly anything,71,NA,m,single
42,anything,72,has dogs and likes cats,m,single
24,NA,68,NA,m,single
44,NA,72,likes dogs and likes cats,m,available
39,mostly anything,70,has dogs,f,single
32,mostly anything,68,likes dogs and likes cats,f,single
23,anything,74,likes dogs and likes cats,m,single
24,NA,71,NA,m,single
45,NA,70,NA,m,single
22,mostly anything,68,has dogs and has cats,m,single
29,NA,72,likes dogs,m,single
28,strictly anything,68,likes dogs and likes cats,m,single
21,NA,74,NA,m,single
34,NA,70,likes dogs and likes cats,m,single
35,mostly anything,72,NA,m,single
38,strictly anything,66,likes dogs and has cats,f,available
21,anything,69,likes dogs,m,single
50,anything,68,has cats,m,single
20,mostly anything,72,NA,m,single
37,mostly anything,70,NA,m,single
35,NA,69,likes dogs and likes cats,m,single
32,mostly anything,69,likes dogs and likes cats,m,single
28,NA,70,has dogs,m,single
36,mostly vegetarian,71,likes dogs and likes cats,m,single
25,NA,70,likes dogs,m,single
21,NA,67,has dogs and has cats,m,available
26,NA,71,likes dogs and has cats,f,single
26,strictly anything,70,likes dogs,m,single
31,anything,69,likes dogs and likes cats,m,single
20,NA,73,NA,m,single
26,NA,71,likes dogs and dislikes cats,m,single
32,NA,67,NA,m,single
28,NA,68,NA,m,single
22,mostly anything,67,likes dogs and likes cats,m,single
31,NA,67,likes dogs and likes cats,m,single
25,NA,73,NA,m,single
40,mostly anything,67,likes dogs and likes cats,m,single
32,mostly anything,67,NA,m,single
22,mostly anything,67,NA,m,single
23,anything,71,NA,m,seeing someone
36,mostly anything,68,likes dogs and likes cats,m,single
23,NA,79,likes dogs,m,single
28,strictly anything,74,NA,m,available
35,NA,72,NA,m,single
24,anything,66,NA,m,single
22,mostly anything,70,has dogs,m,single
20,anything,66,likes dogs and likes cats,m,single
37,anything,68,NA,m,single
37,NA,68,has dogs,f,single
29,mostly anything,72,likes dogs and likes cats,m,single
23,NA,68,NA,m,single
37,NA,68,has dogs,m,single
45,NA,75,NA,m,single
29,NA,72,has dogs,m,single
19,NA,60,likes dogs,m,single
28,mostly anything,73,likes dogs,m,single
33,anything,74,likes dogs and likes cats,m,single
23,mostly anything,69,NA,m,single
23,strictly anything,78,NA,m,single
23,NA,67,likes dogs,m,single
45,NA,70,has cats,m,single
26,NA,74,NA,m,single
43,mostly anything,71,NA,m,single
43,NA,67,likes dogs and has cats,m,single
31,NA,73,NA,m,single
35,NA,69,likes dogs and likes cats,m,single
29,mostly vegetarian,72,likes dogs and likes cats,m,single
32,NA,67,NA,m,single
24,mostly anything,66,likes dogs and likes cats,m,single
29,NA,73,NA,m,single
28,anything,72,likes dogs and likes cats,m,single
62,mostly anything,70,NA,m,single
29,mostly anything,69,likes dogs,m,single
41,NA,67,has cats,m,single
43,mostly anything,67,likes dogs,m,single
27,mostly anything,69,NA,m,single
35,NA,69,likes dogs and likes cats,m,single
20,NA,75,likes dogs,m,single
27,anything,75,likes dogs and likes cats,m,seeing someone
31,mostly vegetarian,63,has dogs,f,single
30,mostly anything,68,NA,m,single
33,NA,69,has dogs,m,single
27,mostly anything,63,NA,f,single
46,mostly anything,68,likes dogs and likes cats,m,single
25,mostly anything,71,NA,m,single
22,NA,68,likes dogs and likes cats,m,single
40,anything,72,has dogs,m,single
36,NA,66,likes dogs and likes cats,f,single
22,mostly anything,72,likes dogs and likes cats,m,single
25,mostly anything,77,likes dogs and dislikes cats,m,single
19,NA,72,NA,m,single
31,NA,75,has dogs,m,single
43,NA,67,likes dogs,m,single
37,NA,68,likes dogs and likes cats,m,seeing someone
25,mostly anything,72,likes dogs and has cats,m,single
39,NA,68,NA,m,single
47,mostly anything,70,has dogs,m,single
48,NA,71,likes dogs and likes cats,m,single
36,mostly anything,66,likes dogs,f,single
26,mostly vegetarian,70,NA,m,single
21,anything,69,likes cats,m,single
29,mostly anything,70,has dogs and dislikes cats,m,single
28,NA,70,has cats,m,single
23,mostly other,71,has dogs and likes cats,m,single
60,vegetarian,74,likes dogs and likes cats,m,single
38,NA,68,likes dogs and likes cats,m,single
30,NA,67,likes dogs and likes cats,m,single
40,anything,70,NA,m,single
51,NA,70,likes dogs and likes cats,m,seeing someone
35,anything,67,NA,m,single
29,NA,75,likes dogs and likes cats,m,single
56,NA,69,likes dogs and has cats,m,single
38,mostly anything,69,NA,m,seeing someone
28,NA,65,has dogs,m,single
33,NA,72,likes dogs,m,single
24,NA,69,NA,m,single
23,anything,72,NA,m,single
26,strictly other,69,has dogs and has cats,m,single
38,NA,71,NA,m,single
38,NA,68,likes dogs and likes cats,f,single
19,mostly anything,67,has dogs and likes cats,m,single
26,NA,69,likes dogs and likes cats,m,single
38,strictly vegan,71,NA,m,single
56,mostly other,70,likes dogs and likes cats,m,single
21,NA,71,NA,m,single
22,mostly anything,68,has dogs,m,seeing someone
31,NA,69,NA,m,single
24,mostly anything,68,likes dogs and likes cats,m,single
28,NA,70,has dogs,m,single
52,NA,68,NA,m,single
44,mostly anything,72,likes dogs and likes cats,m,single
21,NA,71,has dogs,m,single
27,mostly anything,73,has dogs,m,single
20,anything,70,likes dogs,m,single
24,anything,64,has dogs,m,single
33,anything,61,NA,f,single
30,NA,73,likes dogs and has cats,m,single
26,mostly anything,66,likes dogs and likes cats,f,available
24,NA,72,likes dogs and likes cats,m,single
21,NA,66,NA,f,single
25,strictly anything,65,likes dogs and likes cats,f,single
39,NA,63,likes dogs and likes cats,f,single
48,NA,67,NA,f,single
55,NA,73,NA,m,single
25,NA,62,likes dogs,m,single
63,NA,68,likes dogs and has cats,m,single
64,mostly anything,70,likes dogs,m,single
65,NA,73,NA,m,single
38,NA,72,NA,m,single
26,NA,69,likes dogs and likes cats,m,single
31,NA,70,NA,m,single
19,NA,73,NA,m,single
24,anything,70,likes dogs and likes cats,m,single
24,NA,71,NA,m,single
23,anything,60,likes dogs,f,single
25,mostly anything,76,likes dogs and likes cats,m,single
28,NA,67,NA,f,single
25,mostly anything,69,likes dogs and likes cats,m,single
33,NA,66,has dogs,f,single
32,NA,69,likes dogs and has cats,f,single
24,NA,74,has dogs,m,single
24,mostly anything,73,NA,m,single
32,mostly anything,70,likes dogs,m,single
27,mostly anything,72,NA,m,single
23,NA,76,NA,m,available
38,NA,72,NA,m,single
29,anything,67,likes dogs,m,single
45,NA,71,NA,m,single
24,strictly anything,67,has dogs,m,single
59,mostly vegetarian,72,likes dogs,m,single
26,NA,69,has dogs and has cats,m,single
42,NA,77,NA,m,available
27,anything,67,likes dogs and likes cats,m,single
24,mostly anything,71,likes dogs and likes cats,m,single
37,NA,73,has dogs and likes cats,m,single
26,NA,71,NA,m,single
35,mostly anything,72,likes dogs and dislikes cats,m,single
33,mostly anything,68,likes dogs and likes cats,m,single
28,mostly anything,73,has dogs,m,single
19,NA,60,NA,m,single
35,mostly anything,72,likes dogs,m,single
27,NA,67,NA,m,single
28,NA,72,NA,m,single
28,NA,64,has dogs,f,single
30,NA,62,NA,f,single
27,mostly anything,70,likes dogs and likes cats,m,single
29,anything,66,likes dogs and has cats,f,single
22,mostly anything,65,has dogs and has cats,f,single
42,mostly anything,69,likes dogs and has cats,m,single
27,strictly anything,72,NA,m,single
37,NA,67,likes dogs,m,single
65,NA,69,likes dogs and has cats,m,single
44,NA,70,has dogs and has cats,m,single
29,NA,64,likes dogs and dislikes cats,f,single
35,mostly anything,62,likes dogs,f,single
22,anything,73,has dogs and has cats,m,single
28,mostly anything,74,NA,m,single
33,NA,72,likes dogs,m,single
27,mostly anything,69,NA,m,single
28,NA,61,likes dogs,f,single
24,mostly anything,66,likes dogs and dislikes cats,f,single
26,anything,64,likes dogs and likes cats,m,single
22,mostly anything,66,NA,m,single
49,mostly anything,69,likes dogs and likes cats,m,single
36,anything,74,has dogs and likes cats,m,single
42,NA,66,likes dogs,f,single
30,anything,66,has dogs,m,single
38,NA,70,likes dogs and dislikes cats,m,single
33,NA,73,likes dogs and likes cats,m,single
37,mostly anything,72,likes dogs and has cats,m,single
26,vegetarian,74,likes cats,m,available
40,mostly anything,64,likes dogs and has cats,f,single
19,NA,65,NA,f,single
26,strictly anything,71,likes dogs and likes cats,m,single
31,mostly anything,68,likes dogs,m,single
31,NA,63,has dogs and has cats,f,single
31,mostly vegetarian,69,has dogs and likes cats,m,single
26,NA,69,likes dogs and likes cats,m,single
26,strictly other,71,likes dogs and dislikes cats,m,single
28,NA,72,likes cats,m,single
47,NA,69,likes dogs and likes cats,m,single
38,mostly anything,61,likes dogs and has cats,f,single
21,mostly anything,66,NA,m,single
34,anything,62,NA,f,single
19,NA,62,NA,f,single
34,mostly vegetarian,64,likes dogs and likes cats,f,single
57,mostly anything,70,NA,m,single
21,vegetarian,70,dislikes dogs and dislikes cats,m,single
30,NA,67,NA,m,single
31,vegetarian,69,NA,m,single
38,NA,72,has cats,m,seeing someone
55,vegetarian,65,has cats,f,single
22,mostly anything,72,likes dogs and likes cats,m,single
